claim_id,product_category,product_name,claim_text,greenwashing_type,vagueness_score,evidence_present,certification_present,credibility_score,consumer_risk_score,environmental_confidence,greenwashing_risk,why_flagged,eco_alternatives,waste_type,waste_guidance,educational_note,qr_code_id
533,Electronics,Electronics Product 533,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1533
534,Home Cleaning,Home Cleaning Product 534,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1534
535,Personal Care,Personal Care Product 535,Made with 30% recycled materials and FSC certified,No Proof,0.9,0,1,42,58,52,Medium,Claim lacks sufficient measurable evidence,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1535
536,Beverages,Beverages Product 536,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1536
537,Baby Products,Baby Products Product 537,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1537
538,Stationery,Stationery Product 538,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1538
539,Furniture,Furniture Product 539,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1539
540,Cosmetics,Cosmetics Product 540,Made with 30% recycled materials and FSC certified,None,0.1,1,1,98,2,98,Low,Claim is supported by measurable evidence or certification,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1540
541,Clothing,Clothing Product 541,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1541
542,Food Packaging,Food Packaging Product 542,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1542
543,Electronics,Electronics Product 543,This product is eco-friendly and green and sustainable,No Proof,0.9,1,0,42,58,32,Medium,Claim lacks sufficient measurable evidence,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1543
544,Home Cleaning,Home Cleaning Product 544,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1544
545,Personal Care,Personal Care Product 545,Made with 30% recycled materials and FSC certified,No Proof,0.4,0,1,52,48,62,Medium,Claim lacks sufficient measurable evidence,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1545
546,Beverages,Beverages Product 546,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1546
547,Baby Products,Baby Products Product 547,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1547
548,Stationery,Stationery Product 548,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1548
549,Furniture,Furniture Product 549,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1549
550,Cosmetics,Cosmetics Product 550,Made with 30% recycled materials and FSC certified,No Proof,0.7,0,1,46,54,56,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1550
551,Clothing,Clothing Product 551,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1551
552,Food Packaging,Food Packaging Product 552,This product is eco-friendly,No Proof,0.1,1,0,58,42,48,Medium,Claim lacks sufficient measurable evidence,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1552
553,Electronics,Electronics Product 553,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1553
554,Home Cleaning,Home Cleaning Product 554,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1554
555,Personal Care,Personal Care Product 555,Made with 30% recycled materials and FSC certified,None,0.9,1,1,82,18,82,Low,Claim is supported by measurable evidence or certification,Choose products with transparent ingredient disclosure,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1555
556,Beverages,Beverages Product 556,This product is eco-friendly,Vagueness,0.1,0,0,18,82,18,High,Claim uses vague environmental language without proof,Prefer reusable glass or aluminum containers,Glass / Aluminum,Recycle through municipal recycling systems,Greenwashing often relies on vague environmental claims,ECO-1556
557,Baby Products,Baby Products Product 557,This product is eco-friendly,Vagueness,0.4,0,0,12,88,12,High,Claim uses vague environmental language without proof,Select products certified for safety and sustainability,Mixed,Segregate components before disposal,Greenwashing often relies on vague environmental claims,ECO-1557
558,Stationery,Stationery Product 558,This product is eco-friendly and green,No Proof,0.7,1,0,46,54,36,Medium,Claim lacks sufficient measurable evidence,Use recycled paper or refillable stationery,Paper,Recycle or compost if untreated,Greenwashing often relies on vague environmental claims,ECO-1558
559,Furniture,Furniture Product 559,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Prefer FSC-certified wood and low-VOC finishes,Wood / Mixed,Reuse or dispose according to local regulations,Greenwashing often relies on vague environmental claims,ECO-1559
560,Cosmetics,Cosmetics Product 560,Made with 30% recycled materials and FSC certified,No Proof,0.1,0,1,58,42,68,Medium,Claim lacks sufficient measurable evidence,Choose products with FSC-certified packaging and cruelty-free labels,Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1560
561,Clothing,Clothing Product 561,This product is eco-friendly,No Proof,0.4,1,0,52,48,42,Medium,Claim lacks sufficient measurable evidence,Prefer GOTS-certified organic cotton or recycled fabric brands,Textile,"Donate, reuse, or recycle through textile programs",Greenwashing often relies on vague environmental claims,ECO-1561
562,Food Packaging,Food Packaging Product 562,This product is eco-friendly and green,Vagueness,0.7,0,0,6,94,6,High,Claim uses vague environmental language without proof,Use certified biodegradable or compostable packaging,Biodegradable,Dispose in compostable waste where facilities exist,Greenwashing often relies on vague environmental claims,ECO-1562
563,Electronics,Electronics Product 563,This product is eco-friendly and green and sustainable,Vagueness,0.9,0,0,2,98,2,High,Claim uses vague environmental language without proof,Select Energy Star–certified and repairable devices,Electronic,Send to authorized e-waste recycling centers,Greenwashing often relies on vague environmental claims,ECO-1563
564,Home Cleaning,Home Cleaning Product 564,This product is eco-friendly,No Proof,0.1,1,0,58,42,48,Medium,Claim lacks sufficient measurable evidence,"Use eco-certified, low-toxicity cleaning products",Plastic,Dispose as dry recyclable waste after cleaning,Greenwashing often relies on vague environmental claims,ECO-1564
